,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
25,spotify:track:2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,False,0.866,0.438,7,-8.943,0.0719,0.177,0.0,0.0743,0.695,129.039,65,"[Chorus]She put my name with yellow heartsHer favorite color, like the starsI didn't listen very hardWhen she told me she was crazy from the startShe put my name with yellow hearts (Yeah, she did)I said she was a work of art (Work of art)I didn't listen very hard (Very hard, no, no)When she told me she was crazy from the start[Verse 1]I drive down open roads so slowHere comes a train, I'll let it goAin't got nobody on my phoneDon't like being all alone (Don't like being all alone)Not good at keeping with the trends (No, no)Too good at welcoming amendsIt's been a while since I've heard her sayThat we were more than friends (Oh)Oh, I, I-I-I, know a lot is going onBut girl, please tell meAnd I'll let you beAre you still with me or not?[Chorus]She put my name with yellow heartsHer favorite color, like the starsI didn't listen very hardWhen she told me she was crazy from the startShe put my name with yellow hearts (Yeah, she did)I said she was a work of art (Work of art)I didn't listen very hard (Very hard, no, no)When she told me she was crazy from the start"
26,spotify:track:0F7FA14euOIX8KcbEturGH,Old Town Road,Lil Nas X,False,0.907,0.53,1,-6.112,0.127,0.0578,2.23e-06,0.101,0.507,135.998,77,"[Intro]Yeah, I'm gonna take my horse to the old town roadI'm gonna ride 'til I can't no moreI'm gonna take my horse to the old town roadI'm gonna ride 'til I can't no more(Kio, Kio)[Verse 1]I got the horses in the backHorse tack is attachedHat is matte blackGot the boots that's black to matchRidin' on a horse, haYou can whip your PorscheI been in the valleyYou ain't been up off that porch, now[Chorus]Can't nobody tell me nothin'You can't tell me nothin'Can't nobody tell me nothin'You can't tell me nothin'[Verse 2]Ridin' on a tractorLean all in my bladderCheated on my babyYou can go and ask herMy life is a movieBull ridin' and boobiesCowboy hat from GucciWrangler on my booty"
28,spotify:track:696DnlkuDOXcMAnKlTgXXK,ROXANNE,Arizona Zervas,True,0.621,0.601,6,-5.616,0.148,0.0522,0.0,0.46,0.457,116.735,78,"[Intro]All for the 'GramBitches love the 'GramOh, wait, shitBrr, brr (Ayy, yeah, yeah, yeah, ayy)Brr, brr, brr, ayySkrrt skrrt94 don't need no brakes, yeah[Chorus]Roxanne, RoxanneAll she wanna do is party all nightGoddamn, RoxanneNever gonna love me, but it's alrightShe think I'm an asshole, she think I'm a playerShe keep running back, though, only 'cause I pay upRoxanne, RoxanneAll she wanna do is party all night[Verse 1]Met her at a party in the hills, yeahShe just wanna do it for the thrill, yeahShorty drive a poodle with no top (Top, top)But if I throw this money, she gon' drop, ayyShe don't wait in lines if it's too longShe don't drive the whip unless the roof offOnly wanna call when the cash outOnly take the pic when her ass out"
29,spotify:track:6etwirSInfuJrSOlogS6Sh,American Boy,Estelle,True,0.693,0.729,0,-2.99,0.378,0.171,0.0,0.07,0.521,117.848,79,"[Intro: Kanye West & Estelle]This a number one champion sound (Yeah)Yeah, Estelle, we 'bout to get down (Get down)Who the hottest in the world right now? (Uh)Just touched down in London town (Uh)Bet they give me a pound (Uh)Tell 'em put the money in my hand right now (Yes)Tell the promoter we need more seatsWe just sold out all the floor seats[Chorus 1: Estelle]Take me on a trip, I'd like to go some dayTake me to New York, I'd love to see LAI really want to come kick it with youYou'll be my American boy[Verse 1: Estelle]He said, ""Hey, sister, it's really, really nice to meet ya""I just met this 5-foot-7 guy who's just my typeLike the way he's speakin', his confidence is peakin'Don't like his baggy jeans but I might like what's underneath themAnd, no, I ain't been to MIAI heard that Cali never rains and New York's wide awakeFirst let's see the West End, I'll show you to my bredrinI'm likin' this American boy, American boy"
31,spotify:track:7eqNATKM78MkWP6aHGXHEV,Put Your Head on My Shoulder,Paul Anka,False,0.549,0.433,7,-8.526,0.0327,0.906,0.0108,0.0774,0.486,116.068,61,"[Verse 1]Put your head on my shoulderHold me in your arms, babySqueeze me, oh so tightShow me that you love me, too[Verse 2]Put your lips next to mine, dearWon't you kiss me once, babyJust a kiss goodnight, maybeYou and I will fall in love(You and I will fall in love)[Bridge]People say that love's a gameA game you just can't winIf there's a way, I'll find it somedayAnd then this fool will rush in[Verse 3]Put your head on my shoulderWhisper in my ear, babyWords I want to hearTell me, tell me that you love me, too(Tell me that you love me, too)"
32,spotify:track:2xCGBWfzTe8l2kvHpgvB6M,prom dress,mxmtoon,False,0.56,0.674,10,-6.048,0.0446,0.698,0.0,0.123,0.421,119.942,70,"[Verse 1]I'm nearing the end of my fourth yearI feel like I've been lacking, crying too many tearsEveryone seemed to say it was so greatBut did I miss out? Was it a huge mistake?[Pre-Chorus]I can't help the fact I like to be aloneIt might sound kinda sad, but that's just what I seem to knowI tend to handle things usually by myselfAnd I can't ever seem to try and ask for help[Chorus]I'm sitting here, crying in my prom dressI'd be the prom queen if crying was a contestMake-up is running down, feelings are all aroundHow did I get here? I need to knowI guess I maybe had a couple expectationsThought I'd get to them, but no, I didn'tI guess I thought that prom was gonna be funBut now I'm sitting on the floor and all I wanna do is run[Verse 2]I keep collections of masks upon my wallTo try and stop myself from revealing it allAffecting others is the last thing I would doI keep to myself though I want to break through"
33,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,Criminal,Britney Spears,False,0.696,0.734,7,-5.294,0.0298,0.0485,0.0,0.183,0.711,107.987,73,"[Verse 1]He is a hustler, he's no good at allHe is a loser, he's a bum, bum, bum, bumHe lies, he bluffs, he's unreliableHe is a sucker with a gun, gun, gun, gunI know you told me I should stay awayI know you said he's just a dog astrayHe's a bad boy with a tainted heartAnd even I know this ain't smart[Chorus]But mama, I'm in love with a criminalAnd this type of love isn't rational, it's physicalMama, please don't cry, I will be alrightAll reason aside, I just can't deny, love the guy[Verse 2]He is a villain by the devil's lawHe is a killer just for fun, fun, fun, funThe man's a snitch and unpredictableHe's got no conscience, he got none, none, none, noneOh-oh, I know, oh, should've let go, but no'Cause he's a bad boy with a tainted heartAnd even I know this ain't smart[Chorus]But mama, I'm in love with a criminalAnd this type of love isn't rational, it's physicalMama, please don't cry, I will be alrightAll reason aside, I just can't deny, love the guy"
34,spotify:track:0BjEQJZy4rfUNpKHiaYirL,Runway,Stunna Girl,True,0.638,0.912,1,-3.3,0.474,0.0155,0.0,0.234,0.725,190.178,45,"[Intro]Bitch, hah(Helluva made this beat, baby)[Chorus]Bitch, I look like I'm fresh off the runway, uhBitch, I go crazy, the dumb way, uhBitches wanna be me, one dayNiggas ain't checkin' me, my brothers with that gunplayBitch, I look like I'm fresh off the runwayBitch, I look like I'm fresh off the runwayBitch, I look like I'm fresh off the runwayNiggas ain't checkin' me, my brothers with that gunplay, bitch[Verse 1]Twerk, twerk, twerk, twerk, twerk that ass, bitchTwerk, twerk, twerk, twerk, twerk that ass, bitchBust it, bust it, bust it for the cash, bitchBitch, bust it open, show these niggas that you that bitchI get more chips than any bitch that got a problem with meAin't none of these scary-ass bitches gon' squabble with meYou can't school me on the streets, you was never in 'emAll my brothers be on bullshit and I be right with 'emYeah, bitch, I be drip, drip, drippin'Big bro iced out his busts for his visionYeah, bitch, I be drip, drip, drippin'Ordered all that new shit, I got FedEx shippin'"
36,spotify:track:1ThmUihH9dF8EV08ku5AXN,Faucet Failure,Ski Mask The Slump God,True,0.935,0.552,10,-9.373,0.335,0.111,0.0,0.0952,0.615,99.993,75,"[Intro]Woah, HehChaseTheMoney, ChaseTheMoney!Bitch be for real, huh[Verse 1]Let's make a deal, bitch be for realIs you off a pill? OkayLet’s make a deal, Rumpelstiltskin (Hm)She wanna see my purple pickle up in the wind (Okay!)Chancletas off, bitch get in (Ayy, ayy)And if your nigga don't like me, hit chinny-chin-chin (Huh)Bitch, I'm hotter than a pepper, no mint (Huh)Big stepper, no stilts, big tilt, uh1K, bought my bitch a new kilt, uh (Yup)New skirt, I skrrt, big drift, uh (Yup)New grills, 10K, big lisp, uhDiamonds dancin’ on my fist, no disc, uhGimme lips, rock band like KISS, uhRemember days, me and X hittin' licks[Chorus]Guantanamera, we hit a lick on your bitchI'm a Goodfella, Maison Margiela my kick, uhI am faucet failure, my nigga, I got drip, uhAshin' on your bitch, this that Pokémon trainer shit, uhWho's this? He should be in cockpit, uh'Cause I'm flyer than a fuckin' ostrich, uh (Okay)On my wood, that bitch won’t give me polish, uhI’ma put my foot up in it, sock it, uhWho's this? He should be in cockpit, uh’Cause I'm flyer than a fuckin' ostrich, uhOn my wood, that bitch won't give me polish, huhI am constructor, that bitch I demolish, ayy"
37,spotify:track:2mlGPkAx4kwF8Df0GlScsC,Buttercup,Jack Stauber,False,0.705,0.373,7,-9.066,0.0384,0.723,0.81,0.289,0.551,120.046,71,"[Intro](Won't you get out of my head?)(Electrify my golden tooth)[Verse 1]Forget it, I'll do it sometime, oohI'm locked up on the buttonCan't you do it sometime?Pushed it in too far, oh[Pre-Chorus]Fine, electrify mine, ohElectrify my golden toothCan't look at your eyesWithout sparking some...[Chorus]Electrify my heart-art-art-art-art-art-oh-ooh-oohElectrify my heart-art-art-art-art-art-oh-ooh-ooh(Yeah, haha)[Verse 2](Yeah)Surprise, I'm in the same time, o-ahBeneath the same sun (Oh yeah)Oh man, you cut me to size (Ow)My little buttercup (That hurt)"
39,spotify:track:3AEgic4yp82NxMWUjHtxnO,Uno,Ambjaay,True,0.978,0.477,8,-8.159,0.155,0.000143,0.0,0.133,0.196,110.002,59,"[Intro]Ayy, let's party, holmesInvite all the bitchesHundreds and fifties, big ol' bitties, ayy?Uno, dos, no tres, you heard me?Ayy (Almighty)Ayy, it cost to live like this, you heard me?[Chorus]Uno, dos, no tres, she a thot, thoughWe got bitches shaking ass in the lot, thoughBig chop knock a nigga out zapatosStill getting queso like nachosUno, dos, no tres, she a thot, thoughWe got bitches shaking ass in the lot, thoughBig chop knock a nigga out zapatosStill getting queso like nachos[Verse 1]Hit it from the back, then I tell her, ""No más""She a freak, had to tell a bitch, ""Hola""Bend it over, I want your panochaShe call me papi, I hit it with no socksShe like, ""Jay, can I get some dick, por favor?""I'm like ""Yeah, take it out, close the door""Chopper go blocka, yeah, we fin' to up the scoreElla peel a nigga back like a fuckin' orange"
40,spotify:track:1Ey3EeaqYyXDJZNhC0BdZu,Tunnel Of Love,ilyTOMMY,False,0.684,0.636,7,-12.096,0.0978,0.302,0.498,0.0972,0.616,160.013,56,"[Intro](AginiDeep!)[Chorus: ​ilyTOMMY]Okay, like criss-cross applesauce, lil' baby, caress meI been doin' all this shit, just hopin' that you impress meWhen I level up, girl, I'll buy you diamonds and jetskisAnd your girlfriend, that might be the one that I'm textingYou my angel, girl, I think you come from aboveMy diamonds glisten, shinin' in the tunnel of loveAnd now we kissin', girl, I think your tongue is so funPlay Mac DeMarco, now we chillin' under the sun[Verse: Savage Ga$p]I said like, ayy, yeah, I just came from under the sunAnd then I'm in love and I been frontin' that it's just for the summerAnd I been ditchin' other bitches 'cause you all that I wantedAnd I'll be here for you, lil' baby, let's turn nothin' to somethin', you know, huhBumpin' Mac DeMarco, you perfect, you know? HuhI just wanna love you, I'm learnin', you know, heyI been on the road and it's showin'But I'm still goin' to keep holdin' onto somethin', I know you knowYou got that one-two dance when I got you in my handAnd I hope you know I love you, and I'm comin' for your mansAnd I know you know it's hard that I been leaving you againBut we'll always be together, you my Darling in the FranxxAyy, I said like, I don't say a lot, but there's a lot to sayAnd I don't play a lot, so why you got to play?And you could be my summer, be my brightest dayAnd know I promise I'll come back, you know I'll find a way"
41,spotify:track:1xFfbxmfenEpn4WawGWXiA,Walk Man,Tiny Meat Gang,True,0.928,0.696,4,-4.972,0.0866,0.331,0.000119,0.121,0.396,94.994,56,"[Intro]We packin' diamond pistols[Chorus: Cody Ko & Noel Miller]We eatin' good (Yeah?), I'm a fat man (Uh)Faded, chewin' drugs like Pac-Man (Chump)TMG (Uh) on your Walkman (Ooh)You ain't fuckin' wit' itYou can take a walk, man (Walk, walk, walk, walk)Take a walk (Ayy), take a walk (Yuh)You don't wanna push my buttons, take a walk (Walk, walk, walk)Take a walk (Ayy), take a walk (Yuh)You don't wanna push my buttons, take a walk (Nah)Yuh, ayy[Verse 1: Noel Miller]Shorty jumpin' in the front row (Whoo)I put her face on my wood like a totem pole (Goddamn)My lids low from the blunt smoke (Shit)Feelin' RnB holdin' blue notesBoy, you only bussin' down with a fuckin' bus pass (Bitch)Smacking your girlie's box, she a Camel pack (Whoo)Touching her endzone and we gon' run it backFingers all over my quarter pounder and she lovin' that[Interlude: Noel Miller]Uh, hi, babe? We just made a songAnd I'm rapping about other girlsAnd I was just wondering if-Yeah, I know it's just- It's- yeah, it's ok?Alright, cool guysPrint it, it's goodShe said it's alright"
42,spotify:track:4GT3R9aMnSspIzuEcWDCpD,CRACKHEAD,iLOVEFRiDAY,False,0.746,0.419,5,-9.083,0.478,0.0828,0.00457,0.561,0.421,145.059,28,"[Intro](X-X-X-Xeno Carr)[Verse 1: Aqsa]I'm a crackhead, ayy, I'm a crackhead, ayyI'm a crackhead, ayy, I want yo bread, ayyHey, mmm mmm mmm, mmm, mmmMmm mmm mmm, mmm, mmmI'm a crackhead, mmm, I'm a crackhead, mmmI'm a crackhead, mmm, I'm a crackhead, mmmI want a pack of cigarettes, mmm, mmmI want a crack rock, mmm, mmm, mmm(Crack, crack, crack, crack, crack!)[Verse 2: Xeno Carr]Yeah! I like Mary JaneI feel like Spider-ManI'm off the molly againWho's starting new trends?(X-Xeno Carr)[Outro: Aqsa]But too bad I'm a crackheadCrackhead(Glitch Effect)"
44,spotify:track:7IOuCLt770D8v0u3SVaDeI,Wasabi,Little Mix,True,0.847,0.656,2,-4.976,0.115,0.00451,0.000854,0.143,0.234,114.001,65,"[Chorus: Jade]Stick like toffee, sip like coffeeWake up, change your mind, and drop meLove to hate me, crazy, shadySpit me out like hot wasabiLick me up, I'm sweet and saltyMix it up and down my bodyLove to hate me, praise me, shame meEither way, you talk about me[Verse 1: Jesy, All](Oh-oh) I love the way you talk about me(Oh-oh) Look at how far it got me(Oh-oh) The shit the papers write about me(Oh-oh) I fold it up like origami(Oh-oh) Like, ""She ain't wearin' no clothes""(Oh-oh) ""When she goin' solo?”(Oh-oh) ""I bet they gonna break up”(Oh-oh) But what the hell do you know?[Pre-Chorus: Leigh-Anne, Jesy]Ooh, baby, ooh (Yes, you)I can feel you hatin' on meYou, baby, you (Yeah, you)I'm glad to be your inspirationWho, baby, who's (Guess who?)The topic of your conversation?I am (I am)"
47,spotify:track:1G5ho820Xi2Qu3HsBZ26ft,Womp Womp,Valee,True,0.877,0.558,1,-4.896,0.342,0.066,0.0,0.0745,0.493,157.027,53,"[Intro](Cássio)[Chorus: Jeremih]Hey, womp-womp, womp-wompShe give me what I wannaBall so hard, need a warmupI bagged her at the Walmart (Yeah)Big timer, stunner (Woo)I'm out here on the come upI beat the pussy, drummerI roll up, no more drama (Yeah)Womp-womp, womp-wompShe give me what I wannaBall so hard, need a warmupI bagged her at the Walmart (Yeah)Big timer, stunner (Woo)I'm out here on the come up (Woo)I beat the pussy, drummerI roll up, no more drama (Woo)[Verse 1: Jeremih]Ayy, super stunt dummy should be in the Special Olympics (Well)Pockets so fat that I need Bally Total Fitness (Well)Feet so fat, I hit the pedal, blew the engineV12, duckin' 12 like license is suspended (Hey)She's a slobber, all on my knob, corn the cobberAyy, sweet thing and that pussy taste like peach cobblerI'ma never ever take her to meet mamaJust got a lineup and just added two more to my lineup (Hey)Big money, why you always standin' on your wallet?Profit, I just made another one, I'm KhaledStop it, they asked me what I do with my stacksJust bought a new wall for plaques and a new broad for some smacks"
51,spotify:track:1du4tPkvJfCIuVL6WMtqSs,Boys,Lizzo,False,0.892,0.588,1,-4.287,0.11,0.00319,0.000162,0.0498,0.753,120.042,62,"[Verse 1]Ayy, boy, whatcha say, boy?You tryna play coy like a Gameboy?Hit my phone boy, is you home boy?Are you alone boy? Come give me dome, boyGot a boy with degrees, a boy in the streetsA boy on his knees, he a man in the sheetsSheesh, it's all Greek to meGot this boy speaking Spanish, ay, papi[Pre-Chorus]Baby, I don't need youI just wanna freak youI heard you a freak tooWhat's two plus two? (Four, three, two, ow)[Chorus]Boys, boys, boysMake a girl go crazy (Four, three, two, ow)Boys, boys, boysMake a girl go crazy (Four, three)[Verse 2]I like big boys, itty bitty boysMississippi boys, inner city boysI like the pretty boys with the bow tieGet your nails did, let it blow dryI like a big beard, I like a clean faceI don't discriminate, come and get a tasteFrom the playboys to the gay boysGo and slay, boys, you my fave boys"
52,spotify:track:3B9vJvi2Z6ws4wjNTQMYAc,Mia Khalifa,iLOVEFRiDAY,True,0.812,0.525,1,-8.798,0.124,0.255,0.0,0.325,0.564,145.016,65,"[Intro]X-X-X-Xeno Carr![Chorus: Xeno Carr]Who do you think you are?You were sucking dick for a foreign car (Brr-rrr-rrr)Gotta take that callThey want you at work, so girl, go do your job[Bridge: Xeno Carr](Mia!) Mia Khalifa(Mia!) Mia Khalifa(Mia!) Mia Khalifa(Mia!) Mia Khalifa(Mia!) Mia Khalifa(Mia!) Mia Khalifa(Mia!) Mia Khalifa[Verse 1: Xeno Carr]We all have regrets sometimesWe wish to go back in time(Body, body, body, body) That's a lot of lives(Video, video) That's a lot of guys, damnDon't you wish you changed your past?'Cause it's so badDon't you wish you changed your past?'Cause it's so badMia KhalifaIs that why you tried to quit three times?Is that why you said goodbye, retired?Is that why you said, ""Fuck these guys""?"
53,spotify:track:1F1QmI8TMHir9SUFrooq5F,Buff Baby,tobi lou,True,0.734,0.765,5,-6.047,0.0571,0.243,0.0,0.101,0.512,156.04,56,"[Intro]Like a manGot the yams, yams, yamsThe Sedan, yesThink that I can[Chorus]I'm a buff baby but I dance like a man (Like a man)She a nice lady and she shakin' the yams (got the yams, yams, yams)Spent the whole summer trappin' out the Sedan (The Sedan)Marching with the bands 'cause I think that I can (Think that I can)(Like a man)[Verse 1]I'm a lover, not a fighter but I'll never let you flex on me (Like the yams, yams, yams)(Yeah, never)Broke my heart about a while ago baby got the best of me (The sedan, think that I can)(Best, whatever)(Like a man)Momma told me fuck these hoes get that dough that's the remedy (Like the yams, yams, yams)(Yeah, momma)So now I'm smokin' all my veggies and I'm countin' all my celery (The Sedan, think that I can)(Yeah, yeah, celery)(Like a man)Same pants every day like these were my only jeans(Like the yams, yams, yams)(Yeah, yeah, only jeans)(The Sedan)Takin' shot after shot like I'm tryna win the MVP(Think that I can)(Yeah, yeah, MVP)(Like a man)Might change my name to Kobe (Kobe)Bitch, I'm Kobe Lou (Like the yams, yams, yams)Who are you? (The Sedan)Whoa, who are you? (Think that I can)"
