,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
20,spotify:track:3uxHyT04qykUpZRtCtCkrP,Sticks and Stones,Blur,False,0.721,0.678,7,-5.981,0.0557,0.0346,0.00604,0.0736,0.772,118.997,41,[Verse 1]Chaos on a FridayI tip-toe byNo need to get excitedI step outsideSmooth exteriorMess insideFight the inferiorAcross city lines[Chorus]It's written over my faceNo sleep zoneOpen up my suitcaseSticks and stones[Verse 2]Iron filingsBreathe 'em right inCatch my breathAir too thinFloating in the darkness (Floating in the darkness)Talking to the ghosts (Talking to the ghosts)The ones that want you dead (The ones that want you dead)Are the ones you love the most
23,spotify:track:3XV77GNuIPYff6T7bzjYy9,Your Side of Town,The Killers,False,0.539,0.928,10,-1.9,0.0665,0.0284,3.3e-05,0.14,0.507,113.468,68,"[Verse]If I could put my arms around youWould you remember how it feelsTo bask in the glow of my protection?Stumble and fall head over heelsIf I could only find the right wordsI'd sweep you off your feet againYou cut the power, but mine is ragingA dreamer 'til the end[Chorus]I'm hanging on your side of townI notice when you're not aroundCan't keep my cool, I'm burning insideA broken heart, beat barely aliveAnd it's harder to breathe'Cause I couldn't make you believeWhat's written in the heavens aboveCan't be denied, it's biggеr than love[Bridge]The streets are dripping with dеcisions of a quiet kindHallucinations on the shoulder of the borderlineWith my experience, I'm better off just backing downInstead of tripping through the pages of your side of townSerrated edges of the blade are scraping over the leatherI guess we couldn't keep it togetherI thought we had it covered forever"
24,spotify:track:0daHbdrLvUmkh81rnolMcG,Angry,The Rolling Stones,False,0.598,0.89,4,-3.426,0.0758,0.000579,1.3e-05,0.031,0.695,113.034,75,"[Intro]One, two, one, two, three, go[Verse 1]Don't get angry with meI never caused you no painI won't be angry with youBut I can't see straight (Yeah)It hasn't rained for a month, the river's run dryWe haven't made love and I wanna know whyWhy you angry with meWhy you angry?[Chorus]Please just forget about me, cancel out my namePlease never write to me, I love you just the sameI hear a melody ringing in my brainJust keep the memories, don't have to be ashamed[Verse 2]Don't get angry with meI'm in a dеsperate stateI'm not angry with youDon't you spit in my facеThe wolf's at the door with the teeth and the clawsMy mouth's getting sore, I can't take anymoreWhy you angry with me?Why you angry?"
25,spotify:track:67UCFvvv1WGxPZk6QIwRJY,Not the Only Road,Richard Hawley,False,0.415,0.206,7,-19.391,0.029,0.766,0.711,0.105,0.193,59.195,40,"[Verse 1]The only road I walk aloneWhere beauty nails me to her crossBleeding from my hands and feetI whisper that my love is lost[Chorus]I water flowers in the rain, I dance beneath your silver flamesI'm crippled by the sound of love beating in my lonely frameMy lonely frameSo please keep me in your heartSo please keep me in your heart[Verse 2]Now it's dark, you have my heartFrozen on your empty faceMaybe soon my luck will changeAnd love will find its resting placе[Chorus]I water flowers in the rain, I dancе beneath your silver flamesI'm crippled by the sound of love beating in my lonely frameMy lonely frameSo please keep me in your heartSo please keep me in your heartSo please"
27,spotify:track:5WZlorRUxgryaweu7kqeHd,Other Boys,Marshmello,False,0.738,0.828,10,-6.31,0.106,0.0119,0.0019,0.549,0.542,119.985,77,"[Chorus]Why can't you want me like the other boys do?They stare at me while I stare at you[Verse 1]Summertime, east-side New York CityIt's too hot to sleepHalf-alive and my mind is drippingI'm twistin' the sheets[Pre-Chorus]'Cause my heart can't be satisfiedBy anyone but you tonightAnd when I try, it only makes me blue[Chorus]Why can't you want me like the other boys do?They stare at me while I stare at youWhy can't you want me, baby, what can I do?I don't want other boys, I just want youI don't want other boys, I just want youI don't want other boys[Verse 2]Silhouettes, a city of shadowsThey all take your shapеIn my defense, you'vе got me unraveledAnd I can't see straight"
28,spotify:track:7uEvezzgCoYmqRDloOXUSR,Something On My Mind,Purple Disco Machine,False,0.612,0.802,9,-5.087,0.0743,0.00693,2.33e-05,0.422,0.775,118.036,73,"[Verse 1]I'm not interested in love in a soundbiteOr skippin' midway through the night, ehDon't wanna cut down to the obvious highlightsYou've gone too long unsatisfied[Pre-Chorus]How does it feel when you lie awake?Ignore the ache just to get throughHow does it feel when you lie awake?[Chorus]Well, are you dreamin' of me?'Cause there's somethin' on my mindYeah, my heart tried to warn meBut there's somethin' on my mind[Post-Chorus]OhBut there's somethin' on my mind[Verse 2]I wanna say the thing that pulls you in closerThat makes you hold on to a lifeI tried to write something that moves the futureBut that's not what you want tonight"
30,spotify:track:6bIJHwyaNb1txgOKbYh0rH,Your Bones,Chelsea Cutler,False,0.668,0.618,1,-7.764,0.025,0.368,2.48e-06,0.0953,0.364,105.049,75,"[Verse 1]Stars had to align and come togetherAll at once, I'd never be the sameWho knew life could change like this foreverThe very second that you said my name?[Pre-Chorus]Suddenly, I'm somebody I don't recognizeBut I am so happy to be herSuddenly, you're the only thing that's on my mindBut I am diving even deeper, deeper 'cause[Chorus]I love you down to your bonesNaked and afraid, they tell me that's when you knowI feel you takin' me homeDusk until thе dawn, you're where I wanna go[Verse 2]Compromisе is somethin' that I'm learnin'Forever never made much sense to meThe way you look at me like I deserve itIt's changing who I thought that I could be[Pre-Chorus]Now, suddenly, I'm somebody I don't recognizeBut I am so happy to be herSuddenly, you're the only thing that's on my mindBut I am diving even deeper, deeper 'cause"
32,spotify:track:2dHH3pG8xx0YOZDKyDD9eG,greedy,Tate McRae,False,0.753,0.726,6,-3.209,0.0326,0.243,0.0,0.114,0.827,111.026,71,"[Intro](Woo)[Verse 1]He said, ""Are you serious? I've tried, but I can't figure outI've been next to you all night and still don't know what you're aboutYou keep ta- (Ta-ta-), talkin', but not much comin' out your mouthCan't you tell that I want you?"" I say, yeah[Chorus]I would want myselfBaby, please believe meI'll put you through hellJust to know me, yeah, yeahSo sure of yourselfBaby, don't get greedyThat shit won't end wellNo, it won't end well[Interlude](Uh-uh, uh-uh-uh, uh-uh, woo)[Verse 2]I see you eyein' me down, but you'll never know much past my nameOr how I'm runnin' this room around and that I'm still half your ageYeah, you're loo- (Loo-loo-), lookin' at me like I'm some sweet escapeObvious that you want me, but I said"
33,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Strangers,Kenya Grace,False,0.628,0.523,11,-8.307,0.0946,0.701,0.00274,0.219,0.416,169.982,96,"[Intro]Uh-huh, uh-huh, uhUh-huh, uh-huh, uhUh-huh, uh-huh, uhUh-huh, uh-huh[Verse 1]It always ends the sameWhen it was me and youBut every time I meet somebody newIt's like déjà vu (Déjà vu)I swear they sound the sameIt's like they know my skinEvery word they say sounds just like himAnd it goes like this[Chorus]We'll get in your car and you'll lean to kiss meWe'll talk for hours and lie on the backseatUh-huh, uh-huh, uhUh-huh, uh-huhAnd then one random night when everything changesYou won't reply and we'll go back to strangersUh-huh, uh-huh, uhUh-huh, uh-huh, uh"
36,spotify:track:1ovHiPLgMF3NCcu6OgpX90,Nothing Works,Declan McKenna,False,0.549,0.923,9,-5.432,0.0571,0.0142,0.0,0.844,0.714,146.979,50,"[Verse 1]What's the point, muffin?I don't believe in nothin' anymoreYou tell me I don't relate to the kids no moreNow, I feel like I'm letting them downWhat's the point runnin'?Not like I'm up-and-comin' anymoreSo what if they hear me on my bathroom floor?I'm sure they're big enough now[Pre-Chorus]But, of course, I'll re-implore youOn the kind of nation that we haveYou've either been on your own too longOr it just feels like that (It just feels like that)So tell me if I'm stuck or movin' on upThat's a conversation to be hadHave I been livin' on my own too longOr does it just feel like that?[Chorus]Whеn I sing the song and you didn't like the vеrseI try to fix myself but nothing worksI sing the song and you didn't like the wordsI try to fix myself but nothingNothing"
37,spotify:track:2qRbZNMMkD8Yl9WlgQ73N5,Sympathy,Declan McKenna,False,0.678,0.76,5,-6.912,0.0332,0.263,0.00142,0.198,0.871,113.994,49,"[Verse 1]Sympathy, won't you come around?I don’t need the commotionUsually, though I'm up and downYou just need rollercoasters[Pre-Chorus]Good-goodness me, all you talk aboutIs how you'll beat all the othersSympathy won’t come aroundSo make peace and discover[Chorus]Why you make it up?Party on and tear it down (Down, ooh)Don't you wanna get it on? (On, yeah)Everybody believes you now[Verse 2]I can see what you're all aboutYou don't need to be cleverIf you don't speak your thoughts aloudYou just feel them forever[Pre-Chorus]Good-goodness me, all you talk aboutIs how you'll beat one anotherSympathy is gonna come aroundSo make peace and discover"
39,spotify:track:7yOD0tbAZnPrJxf3BhKSyq,Got Me Started,Troye Sivan,False,0.773,0.693,7,-6.48,0.0311,0.24,0.00152,0.31,0.531,127.023,58,"[Verse 1]He's got the personality not even gravity could ever hold him downHe's got the sexuality of a man who can take a room and drown it outYeah[Pre-Chorus]Inchin' closer to sunriseNow we're standin' eye to eyeI wanna tell you what's on my—On my mind (Let's go)[Chorus]You just got me startedAnd I don't think I can stop itAnd I don't wanna go home alone, alright?Oh, baby, babyBoy, can I be honest?Kinda miss usin' my bodyFuck it up just like this party did tonightOh, baby, baby[Post-Chorus]Yeah, yeahI want it, grip you tightI've seen enough of your bodyCome back and feel the vibe"
41,spotify:track:0c0rRmQCeGG5AIHaDquaBd,Somewhere,Johnny Marr,False,0.425,0.908,8,-4.672,0.0344,0.00282,0.000552,0.233,0.672,141.28,43,I was living in my own worldRunning from the get goSee the destinationLooking for a free rideMixing up illusionMaking up my own mindSuper stupefactionDreaming up a good timeJust like I was someoneJust like everyoneLiving for a momentTry not to see the headlinesToo much informationSomething doesn't feel rightHiding out in plain sightThinking up the know-howGetting in the pictureLiving in the abstract nowOn and onNow or neverThe game for everyoneRound and roundWe go togetherThis way for everyoneA game for meAnd I just knew
44,spotify:track:6Puhv2Iw9K8A3rkpxr4Dsz,BLACK MOONLIGHT,Duran Duran,False,0.696,0.948,5,-5.299,0.0465,0.00246,0.133,0.225,0.938,118.013,55,"[Verse 1]We are on procession with the crucial, with the wildTaken in possession by the music and beguiled[Chorus]Hold tightWe're going out tonightUnder the black moonlightMove 'til we're out of sightInto the black moonlight[Verse 2]Riding on the rhythm of the drama on the wallFire of desire paints your shadow against the wall[Chorus]Hold tightWe're going out tonightUnder the black moonlightDance 'til we're out of sightInto the black moonlightA love in the dead of nightUnder the black moonlightWaving it all goodbyeInto the black moonlight"
