,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
34,spotify:track:2QIChPucCEGOZjzkqFHxQ6,Just Us,James Arthur,False,0.506,0.501,1,-5.582,0.0387,0.628,0.0,0.105,0.331,76.492,68,"[Verse 1]I can't stand being the cause of the tears on your cheekThere's a lump in my throat, and it won't let me speakYou've been asking to talkI've been putting it offGuess I'm scared of letting you in on the lies that I keep[Pre-Chorus]And I know the life I've been chasingIs a waste of time[Chorus]And I don't wanna say itBut I've been out of controlAnd I'm ready to face itBaby, once and for allI'm so tired of runningI'm sick of letting you downIt's been a lonely road, but it's all over now (It's all over now)It's just us from here on out[Verse 2]And I hear people talk about love just for something to sayAnd in this modern world it can live and then die in a dayIt's a shock to the heartWe get lost in the dark, butUnconditional love is a light that never fades"
35,spotify:track:7Gt9tznlLCCe2gZoRzuLhD,Meant For Me,Colbie Caillat,False,0.574,0.482,9,-7.809,0.0281,0.066,3.46e-05,0.151,0.321,144.957,57,"[Verse 1]If I hadn't met youThe world would still be so smallThere'd still be four wallsI wouldn't stand so tallIf I hadn't met youI wouldn't know love againHearts can break and they mendHow things end and begin[Pre-Chorus]I see love for what it was, not what it wasn'tAnd everything that happens ain't for nothin'[Chorus]You were meant for me to findMeant for me to touchMeant for me to learn fromMeant for me to trustMeant for me to holdMeant for me to chooseMeant for me to loveAnd meant for me to lose[Verse 2]If I hadn't met youI wonder who I'd bеI wouldn't be so freeWould've nevеr met meIf I hadn't met youNow I wouldn't be so strongFound the right in the wrongLearned how to move on"
36,spotify:track:1PexKCGqX41T01rtTH08YN,La Fresa,Eslabon Armado,False,0.803,0.708,6,-6.965,0.0329,0.146,3.84e-05,0.115,0.889,129.936,68,"[Letra de ""La Fresa""][Verso 1: Pedro Tovar & Gabito Ballesteros]Los viernes, sábado y domingo se pone a arreglarQue se mire bien, nunca se viste malEntre ella y sus amigas, fácil es la más buenaY pa' los hombres, los manda a la fregada[Coro: Pedro Tovar & Gabito Ballesteros]Le gusta tomar, que la saque a bailarEs una bella locaPor la noche nomásPerfume que trae, mata a los que pasanSu forma de caminarUn poco fresa, pero a mí me gusta su sonrisa[Interludio: Pedro Tovar & Gabito Ballesteros]UhAhí te va, chiquititaPa' las plebitas, compa GabitoY así nomás, compa PedroPuro Eslabon Armado, viejo[Verso 2: Gabito Ballesteros & Pedro Tovar]Se pone bien loca si alguien le manda un ramoPara luego postear dе su felicidadLe entran llamadas dе su ex y mejor le cuelgaCon un reggaetón lo mueve hasta abajo"
37,spotify:track:4s7uuCPNCPl80WPzaD4cGh,Chrome Hearted,Jaden Hossler,True,0.6,0.747,7,-4.174,0.0487,0.0731,0.0,0.0834,0.303,137.079,61,"[Chorus]She's chrome-hearted, her love life's erotic, yeahShe's so obsessed with herselfShe's so heartless, she wanna get it, she got it, yeahShe's a chrome-hearted angel (Oh, oh-oh)[Verse 1]I just took an ecstasy, yeah, I just wanted my ex to see, yeahFly you to Saint-Tropez, drown me in champagneLove the way I swore you to death, love the way you look in that dressYour kiss, poisonous, fuck me, better off dead[Pre-Chorus]You don't hold me down, you just watch me drown, yeah (Yeah)You were lost and found 'til I came around, yeah (Yeah)You hit me up at ten when nobody's around, yeah (Yeah)Think it's too late now, you can keep the crown, darling[Chorus]She's chrome-hearted, her love life's erotic, yeahShe's so obsessed with herself (Oh, oh-oh)She's so heartless, she wanna get it, she got it, yeahShe's a chrome-hearted angel (Oh, oh-oh)She's chrome-hearted, her love life's erotic, yeahShe's so obsessed with herself (Oh, oh-oh)She's so heartless, she wanna get it, she got it, yeahShe's a chrome-hearted angel (Oh, oh-oh)"
40,spotify:track:7s12Ox0mKH81QDymKsC09N,God Slippers,Kevin Gates,True,0.853,0.488,8,-6.914,0.348,0.487,0.0,0.225,0.534,142.067,52,"[Intro]Found my sanctuary, you heard me?You know a nigga had to walk on water'Cause I ain't wanna bring that back to the sanctuaryYeahWon't say I—LookYou know I had, uh[Pre-Chorus]Did the incapable, started a battery, got back in chargeDid it againHaters'll hate to admit I'm amazin'I mastered the art of incapable winsTop of the mountain my feather was floatin' on top of my head while facin' the windFather Creator, forgive all my sinsAlmighty Creator, I need to be cleansedRockin' all white, spirit fulfilled, lit up the sage inside of the BenzSwimmin' with sharks, I get caught slippin'I ain't doin' no boss trippin'[Chorus]Did a few miraclesWalked on water in front of you niggasI borrowed a pair of God slippersI borrowed a pair of God slippersDid a few miraclesI borrowed a pair of God slippersMade 'em believe, I did a few miraclesI borrowed a pair of God slippersWalked on water in front of you niggasI borrowed a pair of God slippers"
41,spotify:track:15ggd6ccKQ1UJ4mzltHsh1,It Takes 3,Pitbull,True,0.825,0.877,7,-4.441,0.148,0.00884,0.0,0.166,0.781,112.051,58,"[Intro: Pitbull]Hit it!Shake that ass, make your baby daddy madShake that ass, make your baby daddy madShake that ass, make your baby daddy madDJ, let's go[Chorus: Vikina]It takes two to make a tango, right?But it takes three to meet outsideIt takes two to make a tango, right?But it takes three to meet outside[Verse 1: Pitbull]I wanna rock right nowIt's Mr. Worldwide and I came to get downAlready internationally knownAnd your boy's known to rock the globe'Cause I get loose, I mean, outrageousYeah, I get loose, nothin' rough, blue facesCatch me in a suit at a NASCAR raceTrackhouse ride the wall for a championship placeGirls love me, mamis adore meNo social mеdia, but, baby, you can call meY esto es para todos latino' еn el mundoSiempre primero, nunca segundo, dale"
42,spotify:track:4Akq61SpQYUE8IuE7hHNH8,Already Over,Mike Shinoda,False,0.486,0.942,0,-3.824,0.0536,0.000449,0.0,0.304,0.747,150.036,60,"[Verse 1]Bruises, broken in piecesSpread out 'til they didn't existLosing sight of what's decentAnd too righteous to know what you did[Pre-Chorus]Maybe it's just survivalOptimistic, but blindMaybe it's just denialOut of sight, out of mind[Chorus]But it's already overAnd I don't even knowLooking for a windowThat I already closedNo matter how much I want itHow bad I've triedNothing's there on the other sideIt's already over[Verse 2]Floating in between placesSomewhere that the signal won't workHoping you could be namelessWashed off of the edge of the earth"
44,spotify:track:3ijPMKSNCF1sfwKPsnIrIW,Beneath Oak Trees,Dylan Gossett,False,0.51,0.196,11,-9.021,0.0288,0.796,0.0,0.0789,0.32,93.223,55,"[Verse 1]Don't be fooled by the whispers of the winds from the NorthThey'll just leave you where you lay, broken, beaten on the floorMy dear baby, these words are pourin' straight from the LordYou've got a diamond, I got gold, do we really need much more?[Verse 2]Don't be fooled by the voices that we're hearin' from the town'Cause all that matters in the end is that we're famous in this houseOpen up all the walls, let thе wind just blow us outTake us away to a place wherе we couldn't live without[Chorus]Well then, just take my hand and be with me, my dearWe'll stay for goodWell then, just promise me a life that's green from leavesBeneath oak treesHere beneath oak trees[Verse 2]Don't you know of the road that never has an end?Cross over lines, smell the pines from the places we have beenStand here now and just know that these words will never changeAnd put your palms into mine so our hearts can beat the same[Chorus]Well then, just take my hand and be with me, my dearWe'll stay for goodWell then, just promise me a life that's green from leavesBeneath oak treesHere beneath oak trees, oh"
46,spotify:track:0vbqjI3TKufY0I33RtdXFD,Someone Else,Ilsey,False,0.653,0.713,6,-6.587,0.0511,0.6,0.000125,0.0843,0.238,117.979,44,"[Verse 1]So you found a crossTo pin me up just becauseWhat a change I sawThe minute you cut your lossI said that you could fly to LATold you you could stay at my placeBut, baby, what a mess you madeI, I, I[Chorus]KnowYou wish I was someone elseI wish I was someone elseI wish IWas someone you could loveOhYou wish I was someone elseI wish I was someone elseI wish I was someone you could love[Post-Chorus]And you're never gonna be the wiserAnd you're never gonna see the lightAnd I'm nevеr gonna get to be your good night"
47,spotify:track:0nLRcAbhEuVtlJzMGS9elE,Little Wing,Etta Marcus,False,0.483,0.615,2,-5.009,0.0314,0.233,0.0,0.181,0.212,131.007,45,"[Verse 1]I was on the radioSaying things I didn't knowCould you tell? Did it show?Pit stop, yellow snowSummers back, when I was a kidKnotted hair, teeth made of milkShow my dad, the big dipperLooks the same as it did[Chorus]Travelling acresFeeling my feathersStretching out my little wingI am a strangerI'm in the mirrorStretching out my little wing[Verse 2]Get to the bar, get to the showSpilling my guts for a little doughSkipping calls in skimpy clothesNo mother bird to chew up the bones[Chorus]Travelling acresFeeling my feathersStretching out my little wing (Oh)I am a strangerI'm in the mirrorStretching out my little wing"
48,spotify:track:3nHLmfDuvY5LK3lCV1LHju,Wait So Long,Arin Ray,True,0.584,0.628,6,-5.525,0.0334,0.0632,3.5e-06,0.163,0.376,142.065,48,"[Intro]No cap, that's fireWoah-oh, oh-ohYeahWoah-oh, oh-oh-oh, oohYeah[Verse 1]Let, let, let, let's stay in topic, you know that I love you, baby (Baby)Yeah, yeah, you been outta pocket, why you tryna stop this, baby?[Pre-Chorus]Hey, hey (Hey), don't play (Play)Don't change (Change), don't playHey, hey, lovin' or we hatin'I love you anyway[Chorus]But why would you wait so long? (Wait so long)To say what you want, what you needAnd why would take so long? (Take so long)To say what you like about meAnd why would you wait so long?Oh-ooh-woah (Oh-oh), oh-ooh-woah, yeah, yeahAnd why would you take so long?Oh-ooh-woah (Ooh), oh-ooh-woah, yeah, yeah"
50,spotify:track:1nQaTUDJ7Rc4yOvZmg9Ozr,Mmhmm,BigXthaPlug,True,0.93,0.682,9,-8.799,0.331,0.028,0.0,0.129,0.962,126.003,59,"[Intro](Ayo, BandPlay)Ayy(Let the BandPlay)[Verse 1]I just went bought a watch with a whole lot of diamonds to show these niggas it's my timeTook a trip out to Cali' to hang with the Crips, make a play and get high off that zazaI say R.I.P. Kobe, if niggas so fly when I ball out, I'll fuck around, skydiveSo much chicken on me, could've went bought a Williams of Ruedy's, it's a big-ass pot pieAnd a whole different bracket, this life is emeticIf you hit me for 'bows, then you know that I'm taxin'Keep buying clothes, that shit still in the packagesIf he say that he robbed me, he cappin' in itReally know niggas throw sevens like KaepernickYou not blind, thеn you see that we havin' itKnown in my city, so no, I'm not averageCamе a long way from dope in the cabinet[Chorus]Niggas know that I step (Uh-huh) in the game that I rep (Uh-huh)Went to Solomon, iced out the Texas pieceSpent six-hundred on all of our necks (Uh-huh)Paid in full like Mitch (Mm-hmm)Really havin' this shit (Mm-hmm)Got off of that step, started rapping and six months later, I'm rich (Mm-hmm)"
